text,label
Air conditioning in common area 583 is not cooling properly.,Maintenance Request
Smoking in non-designated area near building 438.,Rule Violation Report
Pool pump at amenity area 459 stopped working.,Maintenance Request
Broken gate at entrance 995 needs urgent repair.,Maintenance Request
A resident at building 852 is storing items in the common hallway.,Rule Violation Report
i feel the recent rule change was not communicated properly.,Complaint / Dispute
There is unauthorized construction happening at unit 879.,Rule Violation Report
I DISAGREE WITH THE DECISION MADE ABOUT UNIT 853 MODIFICATION.,Complaint / Dispute
Unapproved pet over weight limit seen at unit 719.,Rule Violation Report
There is a water leak in the common hallway near building 896.,Maintenance Request
The parking lot lights in section 283 are not working.,Maintenance Request
a resident at building 291 is storing items in the common hallway.,Rule Violation Report
How do I book a guest parking spot for the weekend?,Amenity Booking
I NEED TO RESERVE THE COMMUNITY ROOM FOR A MEETING NEXT TUESDAY.,Amenity Booking
Please confirm my account balance for unit 219.,Dues & Payment
can i get a receipt for my last payment of unit 164?,Dues & Payment
THE STREET LIGHT OUTSIDE UNIT 499 HAS BEEN OUT FOR A WEEK.,Maintenance Request
I want to schedule the pool area for a private event.,Amenity Booking
A RESIDENT AT BUILDING 192 IS STORING ITEMS IN THE COMMON HALLWAY.,Rule Violation Report
Can I get a receipt for my last payment of unit 202?,Dues & Payment
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
CAN I BOOK THE BBQ AREA NEAR POOL 104 FOR THIS WEEKEND?,Amenity Booking
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
is the tennis court near area 636 available this sunday morning?,Amenity Booking
how do i obtain a copy of the community rules and regulations?,General Inquiry
Commercial vehicle parked in residential spot near unit 543.,Rule Violation Report
Unapproved pet over weight limit seen at unit 279.,Rule Violation Report
My neighbor at unit 805 is parking in a handicap spot without a permit.,Rule Violation Report
A RESIDENT AT BUILDING 755 IS STORING ITEMS IN THE COMMON HALLWAY.,Rule Violation Report
The street light outside unit 193 has been out for a week.,Maintenance Request
There is a water leak in the common hallway near building 915.,Maintenance Request
IS THERE A PAYMENT PLAN AVAILABLE FOR OVERDUE BALANCES?,Dues & Payment
Who do I contact for after-hours emergencies?,General Inquiry
What are the office hours for the HOA management team?,General Inquiry
My neighbor's tree is dropping leaves into my patio at unit 684.,Complaint / Dispute
smoking in non-designated area near building 952.,Rule Violation Report
The elevator in block 848 is making a loud noise.,Maintenance Request
Pool pump at amenity area 864 stopped working.,Maintenance Request
Is there a community newsletter I can subscribe to?,General Inquiry
when is the deadline for annual assessment payment?,Dues & Payment
I need to update my payment method on file.,Dues & Payment
Pool pump at amenity area 754 stopped working.,Maintenance Request
smoking in non-designated area near building 741.,Rule Violation Report
Is the tennis court near area 522 available this Sunday morning?,Amenity Booking
i disagree with the decision made about unit 522 modification.,Complaint / Dispute
what are the office hours for the hoa management team?,General Inquiry
I believe I was double charged for unit 679 this month.,Dues & Payment
Unapproved pet over weight limit seen at unit 997.,Rule Violation Report
I haven't received my invoice for this quarter yet.,Dues & Payment
The elevator in block 838 is making a loud noise.,Maintenance Request
Please confirm my account balance for unit 157.,Dues & Payment
Broken gate at entrance 835 needs urgent repair.,Maintenance Request
Pool pump at amenity area 689 stopped working.,Maintenance Request
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
I would like to set up automatic payment for my monthly dues.,Dues & Payment
I would like to set up automatic payment for my monthly dues.,Dues & Payment
there is unauthorized construction happening at unit 142.,Rule Violation Report
I feel the recent rule change was not communicated properly.,Complaint / Dispute
The parking lot lights in section 195 are not working.,Maintenance Request
Can I book the BBQ area near pool 172 for this weekend?,Amenity Booking
pool pump at amenity area 950 stopped working.,Maintenance Request
Unapproved pet over weight limit seen at unit 478.,Rule Violation Report
There is unauthorized construction happening at unit 884.,Rule Violation Report
What recycling guidelines does our community follow?,General Inquiry
i want to appeal the architectural review board decision.,Complaint / Dispute
I HAVEN'T RECEIVED MY INVOICE FOR THIS QUARTER YET.,Dues & Payment
I would like to set up automatic payment for my monthly dues.,Dues & Payment
When is the deadline for annual assessment payment?,Dues & Payment
I believe I was double charged for unit 550 this month.,Dues & Payment
MY NEIGHBOR AT UNIT 468 IS PARKING IN A HANDICAP SPOT WITHOUT A PERMIT.,Rule Violation Report
The parking lot lights in section 317 are not working.,Maintenance Request
the street light outside unit 234 has been out for a week.,Maintenance Request
Can I book the rooftop lounge for a small gathering?,Amenity Booking
Can I get a receipt for my last payment of unit 756?,Dues & Payment
The parking lot lights in section 696 are not working.,Maintenance Request
Air conditioning in common area 202 is not cooling properly.,Maintenance Request
Is there a payment plan available for overdue balances?,Dues & Payment
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
can i get a receipt for my last payment of unit 384?,Dues & Payment
pool pump at amenity area 505 stopped working.,Maintenance Request
Fence along property line 238 has fallen over.,Maintenance Request
how do i book a guest parking spot for the weekend?,Amenity Booking
pool pump at amenity area 302 stopped working.,Maintenance Request
Can I get a receipt for my last payment of unit 649?,Dues & Payment
Broken gate at entrance 599 needs urgent repair.,Maintenance Request
Please confirm my account balance for unit 455.,Dues & Payment
my neighbor at unit 306 is parking in a handicap spot without a permit.,Rule Violation Report
Air conditioning in common area 951 is not cooling properly.,Maintenance Request
I need to reserve the community room for a meeting next Tuesday.,Amenity Booking
Loud music from unit 866 after quiet hours.,Rule Violation Report
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
Pool pump at amenity area 766 stopped working.,Maintenance Request
I HAVEN'T RECEIVED MY INVOICE FOR THIS QUARTER YET.,Dues & Payment
How do I obtain a copy of the community rules and regulations?,General Inquiry
i need to update my payment method on file.,Dues & Payment
What are the office hours for the HOA management team?,General Inquiry
THERE IS UNAUTHORIZED CONSTRUCTION HAPPENING AT UNIT 125.,Rule Violation Report
Pool pump at amenity area 330 stopped working.,Maintenance Request
the parking lot lights in section 691 are not working.,Maintenance Request
A resident at building 705 is storing items in the common hallway.,Rule Violation Report
is there a payment plan available for overdue balances?,Dues & Payment
What recycling guidelines does our community follow?,General Inquiry
A resident at building 452 is storing items in the common hallway.,Rule Violation Report
I want to appeal the architectural review board decision.,Complaint / Dispute
smoking in non-designated area near building 598.,Rule Violation Report
How do I submit a suggestion to the HOA board?,General Inquiry
I would like to set up automatic payment for my monthly dues.,Dues & Payment
Please confirm my account balance for unit 415.,Dues & Payment
The street light outside unit 423 has been out for a week.,Maintenance Request
The elevator in block 851 is making a loud noise.,Maintenance Request
Can I get a receipt for my last payment of unit 456?,Dues & Payment
how do i book a guest parking spot for the weekend?,Amenity Booking
How do I book a guest parking spot for the weekend?,Amenity Booking
Smoking in non-designated area near building 888.,Rule Violation Report
I believe I was double charged for unit 645 this month.,Dues & Payment
Smoking in non-designated area near building 190.,Rule Violation Report
There is a water leak in the common hallway near building 228.,Maintenance Request
a resident at building 140 is storing items in the common hallway.,Rule Violation Report
I believe I was double charged for unit 335 this month.,Dues & Payment
The elevator in block 516 is making a loud noise.,Maintenance Request
the elevator in block 441 is making a loud noise.,Maintenance Request
Unapproved pet over weight limit seen at unit 998.,Rule Violation Report
Pool pump at amenity area 889 stopped working.,Maintenance Request
A resident at building 875 is storing items in the common hallway.,Rule Violation Report
I disagree with the decision made about unit 194 modification.,Complaint / Dispute
Air conditioning in common area 220 is not cooling properly.,Maintenance Request
loud music from unit 729 after quiet hours.,Rule Violation Report
broken gate at entrance 763 needs urgent repair.,Maintenance Request
How do I book a guest parking spot for the weekend?,Amenity Booking
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
There is unauthorized construction happening at unit 197.,Rule Violation Report
I disagree with the decision made about unit 402 modification.,Complaint / Dispute
Smoking in non-designated area near building 819.,Rule Violation Report
MY NEIGHBOR'S TREE IS DROPPING LEAVES INTO MY PATIO AT UNIT 706.,Complaint / Dispute
Fence along property line 101 has fallen over.,Maintenance Request
can i book the bbq area near pool 718 for this weekend?,Amenity Booking
a resident at building 995 is storing items in the common hallway.,Rule Violation Report
I believe I was double charged for unit 711 this month.,Dues & Payment
Unapproved pet over weight limit seen at unit 963.,Rule Violation Report
A resident at building 615 is storing items in the common hallway.,Rule Violation Report
there is a water leak in the common hallway near building 562.,Maintenance Request
Fence along property line 193 has fallen over.,Maintenance Request
broken gate at entrance 928 needs urgent repair.,Maintenance Request
I need to reserve the community room for a meeting next Tuesday.,Amenity Booking
I believe I was double charged for unit 398 this month.,Dues & Payment
who do i contact for after-hours emergencies?,General Inquiry
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
Loud music from unit 964 after quiet hours.,Rule Violation Report
There is unauthorized construction happening at unit 629.,Rule Violation Report
Can I get a receipt for my last payment of unit 474?,Dues & Payment
MY NEIGHBOR'S TREE IS DROPPING LEAVES INTO MY PATIO AT UNIT 957.,Complaint / Dispute
Broken gate at entrance 576 needs urgent repair.,Maintenance Request
Unapproved pet over weight limit seen at unit 307.,Rule Violation Report
My neighbor at unit 629 is parking in a handicap spot without a permit.,Rule Violation Report
there is unauthorized construction happening at unit 632.,Rule Violation Report
i want to appeal the architectural review board decision.,Complaint / Dispute
loud music from unit 201 after quiet hours.,Rule Violation Report
fence along property line 160 has fallen over.,Maintenance Request
is there a payment plan available for overdue balances?,Dues & Payment
Unapproved pet over weight limit seen at unit 391.,Rule Violation Report
FENCE ALONG PROPERTY LINE 482 HAS FALLEN OVER.,Maintenance Request
resident at unit 213 has installed an unauthorized satellite dish.,Rule Violation Report
I believe I was double charged for unit 820 this month.,Dues & Payment
Smoking in non-designated area near building 238.,Rule Violation Report
Where can I find information about the upcoming board meeting?,General Inquiry
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
Please confirm my account balance for unit 980.,Dues & Payment
Smoking in non-designated area near building 312.,Rule Violation Report
HOW DO I SUBMIT A SUGGESTION TO THE HOA BOARD?,General Inquiry
I need to update my payment method on file.,Dues & Payment
the street light outside unit 872 has been out for a week.,Maintenance Request
the elevator in block 258 is making a loud noise.,Maintenance Request
Air conditioning in common area 590 is not cooling properly.,Maintenance Request
when is the deadline for annual assessment payment?,Dues & Payment
Air conditioning in common area 126 is not cooling properly.,Maintenance Request
When is the deadline for annual assessment payment?,Dues & Payment
Unapproved pet over weight limit seen at unit 468.,Rule Violation Report
Smoking in non-designated area near building 899.,Rule Violation Report
My neighbor's tree is dropping leaves into my patio at unit 749.,Complaint / Dispute
please confirm my account balance for unit 138.,Dues & Payment
There is unauthorized construction happening at unit 222.,Rule Violation Report
Is there a community newsletter I can subscribe to?,General Inquiry
The street light outside unit 195 has been out for a week.,Maintenance Request
What is the process for getting a parking permit for unit 705?,General Inquiry
is there a payment plan available for overdue balances?,Dues & Payment
I was unfairly charged a late fee for my payment.,Complaint / Dispute
When is the deadline for annual assessment payment?,Dues & Payment
THE STREET LIGHT OUTSIDE UNIT 458 HAS BEEN OUT FOR A WEEK.,Maintenance Request
What are the office hours for the HOA management team?,General Inquiry
Air conditioning in common area 339 is not cooling properly.,Maintenance Request
Broken gate at entrance 304 needs urgent repair.,Maintenance Request
How do I book a guest parking spot for the weekend?,Amenity Booking
Who do I contact for after-hours emergencies?,General Inquiry
Resident at unit 497 has installed an unauthorized satellite dish.,Rule Violation Report
i would like to set up automatic payment for my monthly dues.,Dues & Payment
What recycling guidelines does our community follow?,General Inquiry
Is the tennis court near area 894 available this Sunday morning?,Amenity Booking
When is the deadline for annual assessment payment?,Dues & Payment
The street light outside unit 498 has been out for a week.,Maintenance Request
The contractor hired by HOA damaged my property at unit 121.,Complaint / Dispute
Please confirm my account balance for unit 246.,Dues & Payment
Commercial vehicle parked in residential spot near unit 773.,Rule Violation Report
I want to schedule the pool area for a private event.,Amenity Booking
i believe i was double charged for unit 154 this month.,Dues & Payment
can i get a receipt for my last payment of unit 818?,Dues & Payment
There is unauthorized construction happening at unit 623.,Rule Violation Report
How do I submit a suggestion to the HOA board?,General Inquiry
Commercial vehicle parked in residential spot near unit 472.,Rule Violation Report
When is the deadline for annual assessment payment?,Dues & Payment
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
I would like to set up automatic payment for my monthly dues.,Dues & Payment
The elevator in block 861 is making a loud noise.,Maintenance Request
I need to reserve the community room for a meeting next Tuesday.,Amenity Booking
Broken gate at entrance 833 needs urgent repair.,Maintenance Request
How do I book a guest parking spot for the weekend?,Amenity Booking
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
Can I get a receipt for my last payment of unit 131?,Dues & Payment
I would like to set up automatic payment for my monthly dues.,Dues & Payment
Pool pump at amenity area 332 stopped working.,Maintenance Request
A resident at building 485 is storing items in the common hallway.,Rule Violation Report
I would like to set up automatic payment for my monthly dues.,Dues & Payment
Who do I contact for after-hours emergencies?,General Inquiry
There is unauthorized construction happening at unit 341.,Rule Violation Report
I believe I was double charged for unit 120 this month.,Dues & Payment
There is a water leak in the common hallway near building 619.,Maintenance Request
Is there a community newsletter I can subscribe to?,General Inquiry
Can I book the BBQ area near pool 653 for this weekend?,Amenity Booking
When is the deadline for annual assessment payment?,Dues & Payment
What are the office hours for the HOA management team?,General Inquiry
My neighbor at unit 420 is parking in a handicap spot without a permit.,Rule Violation Report
the street light outside unit 719 has been out for a week.,Maintenance Request
Where can I find information about the upcoming board meeting?,General Inquiry
Resident at unit 974 has installed an unauthorized satellite dish.,Rule Violation Report
I was unfairly charged a late fee for my payment.,Complaint / Dispute
When is the deadline for annual assessment payment?,Dues & Payment
Resident at unit 924 has installed an unauthorized satellite dish.,Rule Violation Report
I was unfairly charged a late fee for my payment.,Complaint / Dispute
How do I obtain a copy of the community rules and regulations?,General Inquiry
the street light outside unit 732 has been out for a week.,Maintenance Request
I haven't received my invoice for this quarter yet.,Dues & Payment
Commercial vehicle parked in residential spot near unit 948.,Rule Violation Report
What are the office hours for the HOA management team?,General Inquiry
i am disputing the fine i received for unit 694 last month.,Complaint / Dispute
The parking lot lights in section 984 are not working.,Maintenance Request
The street light outside unit 745 has been out for a week.,Maintenance Request
I believe I was double charged for unit 600 this month.,Dues & Payment
Can I get a receipt for my last payment of unit 184?,Dues & Payment
Air conditioning in common area 711 is not cooling properly.,Maintenance Request
I believe I was double charged for unit 818 this month.,Dues & Payment
The street light outside unit 279 has been out for a week.,Maintenance Request
How do I obtain a copy of the community rules and regulations?,General Inquiry
Commercial vehicle parked in residential spot near unit 616.,Rule Violation Report
fence along property line 690 has fallen over.,Maintenance Request
Please confirm my account balance for unit 787.,Dues & Payment
The street light outside unit 977 has been out for a week.,Maintenance Request
What are the office hours for the HOA management team?,General Inquiry
HOW DO I SUBMIT A SUGGESTION TO THE HOA BOARD?,General Inquiry
What are the office hours for the HOA management team?,General Inquiry
WHAT IS THE PROCESS FOR GETTING A PARKING PERMIT FOR UNIT 484?,General Inquiry
My neighbor at unit 666 is parking in a handicap spot without a permit.,Rule Violation Report
I would like to set up automatic payment for my monthly dues.,Dues & Payment
how do i submit a suggestion to the hoa board?,General Inquiry
I believe I was double charged for unit 711 this month.,Dues & Payment
I was unfairly charged a late fee for my payment.,Complaint / Dispute
The street light outside unit 542 has been out for a week.,Maintenance Request
fence along property line 810 has fallen over.,Maintenance Request
Can I book the BBQ area near pool 124 for this weekend?,Amenity Booking
air conditioning in common area 304 is not cooling properly.,Maintenance Request
Unapproved pet over weight limit seen at unit 810.,Rule Violation Report
Smoking in non-designated area near building 568.,Rule Violation Report
The street light outside unit 103 has been out for a week.,Maintenance Request
When is the deadline for annual assessment payment?,Dues & Payment
What recycling guidelines does our community follow?,General Inquiry
How do I book a guest parking spot for the weekend?,Amenity Booking
Fence along property line 561 has fallen over.,Maintenance Request
Resident at unit 531 has installed an unauthorized satellite dish.,Rule Violation Report
There is a water leak in the common hallway near building 491.,Maintenance Request
Is there a community newsletter I can subscribe to?,General Inquiry
i need to reserve the community room for a meeting next tuesday.,Amenity Booking
I need to update my payment method on file.,Dues & Payment
What is the process for getting a parking permit for unit 838?,General Inquiry
Can I get a receipt for my last payment of unit 223?,Dues & Payment
fence along property line 841 has fallen over.,Maintenance Request
how do i book a guest parking spot for the weekend?,Amenity Booking
When is the deadline for annual assessment payment?,Dues & Payment
the parking lot lights in section 391 are not working.,Maintenance Request
my neighbor at unit 630 is parking in a handicap spot without a permit.,Rule Violation Report
How do I submit a suggestion to the HOA board?,General Inquiry
The elevator in block 912 is making a loud noise.,Maintenance Request
Air conditioning in common area 577 is not cooling properly.,Maintenance Request
There is unauthorized construction happening at unit 228.,Rule Violation Report
My neighbor at unit 854 is parking in a handicap spot without a permit.,Rule Violation Report
I haven't received my invoice for this quarter yet.,Dues & Payment
A RESIDENT AT BUILDING 832 IS STORING ITEMS IN THE COMMON HALLWAY.,Rule Violation Report
The street light outside unit 560 has been out for a week.,Maintenance Request
is the tennis court near area 279 available this sunday morning?,Amenity Booking
the parking lot lights in section 540 are not working.,Maintenance Request
I am disputing the fine I received for unit 807 last month.,Complaint / Dispute
I BELIEVE I WAS DOUBLE CHARGED FOR UNIT 270 THIS MONTH.,Dues & Payment
Resident at unit 598 has installed an unauthorized satellite dish.,Rule Violation Report
When is the deadline for annual assessment payment?,Dues & Payment
Pool pump at amenity area 887 stopped working.,Maintenance Request
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
The parking lot lights in section 691 are not working.,Maintenance Request
Broken gate at entrance 408 needs urgent repair.,Maintenance Request
The elevator in block 519 is making a loud noise.,Maintenance Request
There is unauthorized construction happening at unit 560.,Rule Violation Report
Can I get a receipt for my last payment of unit 796?,Dues & Payment
I need to reserve the community room for a meeting next Tuesday.,Amenity Booking
WHAT IS THE PROCESS FOR GETTING A PARKING PERMIT FOR UNIT 278?,General Inquiry
Resident at unit 182 has installed an unauthorized satellite dish.,Rule Violation Report
can i book the rooftop lounge for a small gathering?,Amenity Booking
How do I obtain a copy of the community rules and regulations?,General Inquiry
I need to reserve the community room for a meeting next Tuesday.,Amenity Booking
Loud music from unit 428 after quiet hours.,Rule Violation Report
Loud music from unit 488 after quiet hours.,Rule Violation Report
commercial vehicle parked in residential spot near unit 851.,Rule Violation Report
is there a community newsletter i can subscribe to?,General Inquiry
Resident at unit 927 has installed an unauthorized satellite dish.,Rule Violation Report
When is the deadline for annual assessment payment?,Dues & Payment
The street light outside unit 666 has been out for a week.,Maintenance Request
The parking lot lights in section 490 are not working.,Maintenance Request
the elevator in block 380 is making a loud noise.,Maintenance Request
IS THERE A PAYMENT PLAN AVAILABLE FOR OVERDUE BALANCES?,Dues & Payment
Please reserve the gym for a group fitness session on Friday.,Amenity Booking
Pool pump at amenity area 548 stopped working.,Maintenance Request
can i get a receipt for my last payment of unit 870?,Dues & Payment
can i book the rooftop lounge for a small gathering?,Amenity Booking
Where can I find information about the upcoming board meeting?,General Inquiry
The street light outside unit 229 has been out for a week.,Maintenance Request
I would like to set up automatic payment for my monthly dues.,Dues & Payment
Resident at unit 463 has installed an unauthorized satellite dish.,Rule Violation Report
The street light outside unit 877 has been out for a week.,Maintenance Request
Is there a payment plan available for overdue balances?,Dues & Payment
Pool pump at amenity area 175 stopped working.,Maintenance Request
What are the office hours for the HOA management team?,General Inquiry
can i get a receipt for my last payment of unit 730?,Dues & Payment
I need to reserve the community room for a meeting next Tuesday.,Amenity Booking
There is a water leak in the common hallway near building 454.,Maintenance Request
i need to update my payment method on file.,Dues & Payment
The parking lot lights in section 947 are not working.,Maintenance Request
I believe I was double charged for unit 984 this month.,Dues & Payment
Can I get a receipt for my last payment of unit 226?,Dues & Payment
When is the deadline for annual assessment payment?,Dues & Payment
the street light outside unit 620 has been out for a week.,Maintenance Request
Is the tennis court near area 114 available this Sunday morning?,Amenity Booking
the parking lot lights in section 786 are not working.,Maintenance Request
There is unauthorized construction happening at unit 281.,Rule Violation Report
There is a water leak in the common hallway near building 767.,Maintenance Request
Smoking in non-designated area near building 480.,Rule Violation Report
I feel the recent rule change was not communicated properly.,Complaint / Dispute
commercial vehicle parked in residential spot near unit 494.,Rule Violation Report
How do I book a guest parking spot for the weekend?,Amenity Booking
What is the process for getting a parking permit for unit 906?,General Inquiry
A resident at building 671 is storing items in the common hallway.,Rule Violation Report
there is unauthorized construction happening at unit 286.,Rule Violation Report
HOW DO I OBTAIN A COPY OF THE COMMUNITY RULES AND REGULATIONS?,General Inquiry
is there a payment plan available for overdue balances?,Dues & Payment
The street light outside unit 383 has been out for a week.,Maintenance Request
When is the deadline for annual assessment payment?,Dues & Payment
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
The street light outside unit 358 has been out for a week.,Maintenance Request
The parking lot lights in section 923 are not working.,Maintenance Request
the street light outside unit 139 has been out for a week.,Maintenance Request
Fence along property line 237 has fallen over.,Maintenance Request
Fence along property line 114 has fallen over.,Maintenance Request
Pool pump at amenity area 687 stopped working.,Maintenance Request
Fence along property line 265 has fallen over.,Maintenance Request
A resident at building 364 is storing items in the common hallway.,Rule Violation Report
HOW DO I BOOK A GUEST PARKING SPOT FOR THE WEEKEND?,Amenity Booking
I feel the recent rule change was not communicated properly.,Complaint / Dispute
Is there a community newsletter I can subscribe to?,General Inquiry
I feel the recent rule change was not communicated properly.,Complaint / Dispute
i would like to set up automatic payment for my monthly dues.,Dues & Payment
The street light outside unit 389 has been out for a week.,Maintenance Request
There is a water leak in the common hallway near building 385.,Maintenance Request
I'd like to reserve the clubhouse for a birthday party on Saturday.,Amenity Booking
Who do I contact for after-hours emergencies?,General Inquiry
There is a water leak in the common hallway near building 330.,Maintenance Request
Air conditioning in common area 348 is not cooling properly.,Maintenance Request
How do I submit a suggestion to the HOA board?,General Inquiry
Can I get a receipt for my last payment of unit 954?,Dues & Payment
Air conditioning in common area 193 is not cooling properly.,Maintenance Request
Smoking in non-designated area near building 893.,Rule Violation Report
There is a water leak in the common hallway near building 975.,Maintenance Request
Loud music from unit 804 after quiet hours.,Rule Violation Report
the elevator in block 240 is making a loud noise.,Maintenance Request
Please confirm my account balance for unit 288.,Dues & Payment
how do i book a guest parking spot for the weekend?,Amenity Booking
I HAVEN'T RECEIVED MY INVOICE FOR THIS QUARTER YET.,Dues & Payment
Fence along property line 731 has fallen over.,Maintenance Request
My neighbor at unit 304 is parking in a handicap spot without a permit.,Rule Violation Report
THE PARKING LOT LIGHTS IN SECTION 724 ARE NOT WORKING.,Maintenance Request
I believe I was double charged for unit 885 this month.,Dues & Payment
Commercial vehicle parked in residential spot near unit 887.,Rule Violation Report
Can I get a receipt for my last payment of unit 898?,Dues & Payment
I need to update my payment method on file.,Dues & Payment
Air conditioning in common area 476 is not cooling properly.,Maintenance Request
who do i contact for after-hours emergencies?,General Inquiry
AIR CONDITIONING IN COMMON AREA 617 IS NOT COOLING PROPERLY.,Maintenance Request
Unapproved pet over weight limit seen at unit 660.,Rule Violation Report
When is the deadline for annual assessment payment?,Dues & Payment
How do I submit a suggestion to the HOA board?,General Inquiry
The elevator in block 140 is making a loud noise.,Maintenance Request
there is unauthorized construction happening at unit 354.,Rule Violation Report
I need to update my payment method on file.,Dues & Payment
The elevator in block 178 is making a loud noise.,Maintenance Request
unapproved pet over weight limit seen at unit 110.,Rule Violation Report
The elevator in block 379 is making a loud noise.,Maintenance Request
A resident at building 202 is storing items in the common hallway.,Rule Violation Report
commercial vehicle parked in residential spot near unit 955.,Rule Violation Report
fence along property line 279 has fallen over.,Maintenance Request
broken gate at entrance 838 needs urgent repair.,Maintenance Request
Air conditioning in common area 588 is not cooling properly.,Maintenance Request
can i get a receipt for my last payment of unit 846?,Dues & Payment
